video,frame,ear,mar,head_ratio,label
IMG_9498.MOV,76,0.37404,0.01273,0.66056,awake
IMG_9498.MOV,77,0.374,0.00654,0.65294,awake
IMG_9498.MOV,78,0.37683,0.00531,0.64555,awake
IMG_9498.MOV,79,0.35125,0.00497,0.63819,awake
IMG_9498.MOV,80,0.38697,0.00292,0.64154,awake
IMG_9498.MOV,81,0.36977,0.00374,0.63732,awake
IMG_9498.MOV,82,0.36917,0.00598,0.63788,awake
IMG_9498.MOV,83,0.37957,0.00389,0.63526,awake
IMG_9498.MOV,84,0.37116,0.00642,0.64559,awake
IMG_9498.MOV,85,0.38176,0.00604,0.65196,awake
IMG_9498.MOV,86,0.37387,0.00424,0.64553,awake
IMG_9498.MOV,87,0.38779,0.00063,0.65741,awake
IMG_9498.MOV,88,0.37791,0.00102,0.64133,awake
IMG_9498.MOV,89,0.36233,0.00337,0.63903,awake
IMG_9498.MOV,90,0.36575,0.00489,0.6561,awake
IMG_9498.MOV,91,0.37203,0.00472,0.66306,awake
IMG_9498.MOV,92,0.37799,0.00568,0.66113,awake
IMG_9498.MOV,93,0.37303,0.00343,0.65696,awake
IMG_9498.MOV,94,0.31861,0.00579,0.6629,awake
IMG_9498.MOV,95,0.07229,0.01118,0.65735,awake
IMG_9498.MOV,96,0.08167,0.01254,0.66104,awake
IMG_9498.MOV,97,0.05697,0.01556,0.66458,awake
IMG_9498.MOV,98,0.07483,0.01703,0.66649,awake
IMG_9498.MOV,99,0.06295,0.02019,0.66426,awake
IMG_9498.MOV,100,0.0717,0.01373,0.65784,awake
IMG_9498.MOV,101,0.10081,0.00931,0.65707,awake
IMG_9498.MOV,102,0.11079,0.00937,0.65517,awake
IMG_9498.MOV,103,0.14642,0.0084,0.6527,awake
IMG_9498.MOV,104,0.1218,0.02029,0.64571,awake
IMG_9498.MOV,105,0.16578,0.01187,0.6483,awake
IMG_9498.MOV,106,0.20246,0.01226,0.63803,awake
IMG_9498.MOV,107,0.19289,0.01424,0.64004,awake
IMG_9498.MOV,108,0.22625,0.01701,0.63183,awake
IMG_9498.MOV,109,0.22951,0.02962,0.63328,awake
IMG_9498.MOV,110,0.25918,0.03311,0.62568,awake
IMG_9498.MOV,111,0.25186,0.0392,0.63021,awake
IMG_9498.MOV,112,0.25983,0.03159,0.62477,awake
IMG_9498.MOV,113,0.24847,0.03097,0.62396,awake
IMG_9498.MOV,114,0.26281,0.02993,0.60973,awake
IMG_9498.MOV,115,0.27567,0.04438,0.61795,awake
IMG_9498.MOV,116,0.27668,0.04253,0.60681,awake
IMG_9498.MOV,117,0.28911,0.04464,0.60993,awake
IMG_9498.MOV,119,0.32446,0.0381,0.62073,awake
IMG_9498.MOV,120,0.32923,0.02866,0.62455,awake
IMG_9498.MOV,121,0.35103,0.02886,0.62925,awake
IMG_9498.MOV,122,0.33407,0.02697,0.62835,awake
IMG_9498.MOV,123,0.32599,0.01275,0.64464,awake
IMG_9498.MOV,124,0.3203,0.01928,0.64251,awake
IMG_9498.MOV,125,0.31011,0.02056,0.63436,awake
IMG_9498.MOV,126,0.30076,0.01815,0.63104,awake
IMG_9498.MOV,127,0.30978,0.01671,0.62607,awake
IMG_9498.MOV,128,0.31609,0.01833,0.63381,awake
IMG_9498.MOV,129,0.30264,0.02481,0.63116,awake
IMG_9498.MOV,130,0.30096,0.01692,0.63073,awake
IMG_9498.MOV,131,0.32246,0.01336,0.64412,awake
IMG_9498.MOV,132,0.31965,0.00524,0.63748,awake
IMG_9498.MOV,133,0.2941,0.02254,0.63626,awake
IMG_9498.MOV,134,0.29258,0.03612,0.62953,awake
IMG_9498.MOV,135,0.299,0.0411,0.6282,awake
IMG_9498.MOV,136,0.31926,0.06401,0.6129,awake
IMG_9498.MOV,137,0.311,0.09554,0.61807,awake
IMG_9498.MOV,138,0.30808,0.0873,0.62065,awake
IMG_9498.MOV,139,0.3383,0.13045,0.622,awake
IMG_9498.MOV,140,0.34355,0.11083,0.61658,awake
IMG_9498.MOV,141,0.31236,0.04294,0.62597,awake
IMG_9498.MOV,142,0.30203,0.02228,0.62518,awake
IMG_9498.MOV,143,0.30724,0.01341,0.62293,awake
IMG_9498.MOV,144,0.29986,0.00616,0.63015,awake
IMG_9498.MOV,145,0.29145,0.00857,0.61552,awake
IMG_9498.MOV,146,0.27762,0.01332,0.63566,awake
IMG_9498.MOV,147,0.28589,0.00606,0.62075,awake
IMG_9498.MOV,148,0.2605,0.01816,0.63227,awake
IMG_9498.MOV,149,0.27155,0.01142,0.62649,awake
IMG_9498.MOV,150,0.3162,0.01216,0.63208,awake
IMG_9498.MOV,151,0.33644,0.01245,0.63929,awake
IMG_9498.MOV,152,0.34761,0.01523,0.64761,awake
IMG_9498.MOV,153,0.34991,0.0102,0.65515,awake
IMG_9498.MOV,154,0.34331,0.01021,0.65016,awake
IMG_9498.MOV,155,0.35031,0.01079,0.64593,awake
IMG_9498.MOV,156,0.32505,0.01248,0.64671,awake
IMG_9498.MOV,157,0.33376,0.00686,0.64838,awake
IMG_9498.MOV,158,0.33914,0.00753,0.64644,awake
IMG_9498.MOV,159,0.33481,0.00425,0.65586,awake
IMG_9498.MOV,160,0.3302,0.00916,0.65608,awake
IMG_9498.MOV,161,0.32836,0.00543,0.65057,awake
IMG_9498.MOV,162,0.31627,0.00657,0.65045,awake
IMG_9498.MOV,163,0.33583,0.00278,0.65674,awake
IMG_9498.MOV,164,0.34843,0.00289,0.65746,awake
IMG_9498.MOV,165,0.35989,0.00402,0.6546,awake
IMG_9498.MOV,166,0.37424,0.00747,0.65055,awake
IMG_9498.MOV,167,0.36946,0.00837,0.65104,awake
IMG_9498.MOV,168,0.35133,0.0078,0.6519,awake
IMG_9498.MOV,169,0.36531,0.01157,0.65171,awake
IMG_9498.MOV,170,0.3423,0.00869,0.63448,awake
IMG_9498.MOV,171,0.36806,0.00523,0.63959,awake
IMG_9498.MOV,172,0.38151,0.00975,0.64208,awake
IMG_9498.MOV,173,0.37946,0.00311,0.64158,awake
IMG_9498.MOV,174,0.36739,0.00597,0.63975,awake
IMG_9498.MOV,175,0.36791,0.00486,0.63554,awake
IMG_9498.MOV,176,0.38621,0.00211,0.63839,awake
IMG_9498.MOV,177,0.37377,0.00298,0.63667,awake
IMG_9498.MOV,178,0.38544,0.00495,0.64119,awake
IMG_9498.MOV,179,0.37945,0.00346,0.63569,awake
IMG_9498.MOV,180,0.38274,0.00219,0.64298,awake
IMG_9498.MOV,181,0.37193,0.00222,0.63588,awake
IMG_9498.MOV,182,0.12501,0.00589,0.63923,awake
IMG_9498.MOV,183,0.11185,0.00709,0.6432,awake
IMG_9498.MOV,184,0.13496,0.00564,0.64118,awake
IMG_9498.MOV,185,0.12884,0.0112,0.64029,awake
IMG_9498.MOV,186,0.23971,0.00853,0.62658,awake
IMG_9498.MOV,187,0.30351,0.00791,0.6331,awake
IMG_9498.MOV,188,0.34579,0.00676,0.62548,awake
IMG_9498.MOV,189,0.36879,0.00501,0.62618,awake
IMG_9498.MOV,190,0.35558,0.01061,0.62447,awake
IMG_9498.MOV,191,0.363,0.01038,0.61912,awake
IMG_9498.MOV,192,0.37289,0.01469,0.62638,awake
IMG_9498.MOV,193,0.38742,0.02397,0.61727,awake
IMG_9498.MOV,194,0.39712,0.0203,0.61737,awake
IMG_9498.MOV,195,0.41226,0.03372,0.61047,awake
IMG_9498.MOV,196,0.41889,0.0228,0.61037,awake
IMG_9498.MOV,197,0.41779,0.02267,0.61069,awake
IMG_9498.MOV,198,0.4048,0.01356,0.6228,awake
IMG_9498.MOV,199,0.40184,0.01901,0.62392,awake
IMG_9498.MOV,200,0.39252,0.02326,0.61015,awake
IMG_9498.MOV,201,0.39705,0.0129,0.62404,awake
IMG_9498.MOV,202,0.39225,0.014,0.62096,awake
IMG_9498.MOV,203,0.38755,0.00424,0.62963,awake
IMG_9498.MOV,204,0.38873,0.00326,0.63559,awake
IMG_9498.MOV,205,0.3909,0.00172,0.63474,awake
IMG_9498.MOV,206,0.38778,0.00935,0.62446,awake
IMG_9498.MOV,207,0.38643,0.01468,0.62328,awake
IMG_9498.MOV,208,0.38826,0.01273,0.62687,awake
IMG_9498.MOV,209,0.39874,0.01125,0.62458,awake
IMG_9498.MOV,210,0.40294,0.01277,0.62772,awake
IMG_9498.MOV,211,0.39798,0.00851,0.6302,awake
IMG_9498.MOV,212,0.38955,0.01109,0.62881,awake
IMG_9498.MOV,213,0.39687,0.00578,0.62971,awake
IMG_9498.MOV,214,0.38219,0.00846,0.6331,awake
IMG_9498.MOV,215,0.39126,0.00311,0.63526,awake
IMG_9498.MOV,216,0.37326,0.00648,0.63278,awake
IMG_9498.MOV,217,0.38114,0.00687,0.6353,awake
IMG_9498.MOV,218,0.38291,0.00937,0.63196,awake
IMG_9498.MOV,219,0.38388,0.0023,0.63889,awake
IMG_9498.MOV,220,0.38675,0.01106,0.63387,awake
IMG_9498.MOV,221,0.38639,0.00568,0.63665,awake
IMG_9498.MOV,222,0.38381,0.01368,0.63767,awake
IMG_9498.MOV,223,0.40128,0.01861,0.63414,awake
IMG_9498.MOV,224,0.39884,0.01381,0.63491,awake
IMG_9498.MOV,225,0.3855,0.00506,0.64076,awake
IMG_9498.MOV,226,0.39613,0.00536,0.64096,awake
IMG_9498.MOV,227,0.37361,0.0122,0.63954,awake
IMG_9498.MOV,228,0.38897,0.01694,0.63723,awake
IMG_9498.MOV,229,0.38719,0.0172,0.63599,awake
IMG_9498.MOV,230,0.38464,0.02541,0.63313,awake
IMG_9498.MOV,231,0.38029,0.01966,0.63351,awake
IMG_9498.MOV,232,0.38618,0.01607,0.63628,awake
IMG_9498.MOV,233,0.41682,0.02516,0.62857,awake
IMG_9498.MOV,234,0.42024,0.02731,0.62653,awake
IMG_9498.MOV,235,0.41918,0.03065,0.62271,awake
IMG_9498.MOV,236,0.43924,0.02128,0.61784,awake
IMG_9498.MOV,237,0.44886,0.02524,0.626,awake
IMG_9498.MOV,238,0.43926,0.0237,0.63124,awake
IMG_9498.MOV,239,0.43444,0.02833,0.62921,awake
IMG_9498.MOV,240,0.40742,0.01722,0.63734,awake
IMG_9498.MOV,241,0.41926,0.01404,0.63838,awake
IMG_9498.MOV,242,0.41877,0.01591,0.64114,awake
IMG_9498.MOV,243,0.43213,0.01512,0.64043,awake
IMG_9498.MOV,244,0.40917,0.0142,0.64638,awake
IMG_9498.MOV,245,0.43338,0.01056,0.64103,awake
IMG_9498.MOV,246,0.42131,0.00669,0.64111,awake
IMG_9498.MOV,247,0.41012,0.00554,0.63805,awake
IMG_9498.MOV,248,0.38655,0.0023,0.62853,awake
IMG_9498.MOV,249,0.39162,0.00248,0.63385,awake
IMG_9498.MOV,250,0.39809,0.00714,0.64529,awake
IMG_9498.MOV,251,0.3944,0.00735,0.64671,awake
IMG_9498.MOV,252,0.40109,0.00605,0.6413,awake
IMG_9498.MOV,253,0.39751,0.00163,0.64115,awake
IMG_9498.MOV,254,0.39925,0.00157,0.63722,awake
IMG_9498.MOV,255,0.38438,0.00245,0.6389,awake
IMG_9498.MOV,256,0.39793,0.0041,0.63525,awake
IMG_9498.MOV,257,0.37747,0.0067,0.63643,awake
IMG_9498.MOV,258,0.38185,0.00681,0.64542,awake
IMG_9498.MOV,259,0.37836,0.00153,0.63785,awake
IMG_9498.MOV,260,0.38972,0.00299,0.64634,awake
IMG_9498.MOV,261,0.38656,0.01274,0.65063,awake
IMG_9498.MOV,262,0.39556,0.01317,0.65085,awake
IMG_9498.MOV,263,0.37896,0.01285,0.65165,awake
IMG_9498.MOV,264,0.40824,0.00872,0.64961,awake
IMG_9498.MOV,265,0.38956,0.00734,0.65046,awake
IMG_9498.MOV,266,0.34137,0.00868,0.64761,awake
IMG_9498.MOV,267,0.33216,0.00879,0.6574,awake
IMG_9498.MOV,268,0.32749,0.00703,0.65836,awake
IMG_9498.MOV,269,0.31867,0.00795,0.66047,awake
IMG_9498.MOV,270,0.31147,0.00701,0.65411,awake
IMG_9498.MOV,271,0.31632,0.00555,0.65313,awake
IMG_9498.MOV,272,0.31827,0.00268,0.64886,awake
IMG_9498.MOV,273,0.29889,0.00457,0.64581,awake
IMG_9498.MOV,274,0.29983,0.00709,0.64524,awake
IMG_9498.MOV,275,0.30102,0.00589,0.6452,awake
IMG_9498.MOV,276,0.31714,0.00523,0.65223,awake
IMG_9498.MOV,277,0.32156,0.00427,0.64505,awake
IMG_9498.MOV,278,0.33559,0.00859,0.65189,awake
IMG_9498.MOV,279,0.35781,0.00707,0.65073,awake
IMG_9498.MOV,280,0.34291,0.0096,0.6514,awake
IMG_9498.MOV,281,0.34872,0.00788,0.65303,awake
IMG_9498.MOV,282,0.34654,0.00837,0.64992,awake
IMG_9498.MOV,283,0.34202,0.00872,0.64882,awake
IMG_9498.MOV,284,0.32229,0.00793,0.6454,awake
IMG_9498.MOV,285,0.34238,0.00526,0.64279,awake
IMG_9498.MOV,286,0.32684,0.00356,0.64375,awake
IMG_9498.MOV,287,0.32712,0.00273,0.63901,awake
IMG_9498.MOV,288,0.3323,0.00275,0.63838,awake
IMG_9498.MOV,289,0.32911,0.00173,0.6367,awake
IMG_9498.MOV,290,0.32308,0.00175,0.63567,awake
IMG_9498.MOV,291,0.31813,0.00399,0.62794,awake
IMG_9498.MOV,292,0.30982,0.00469,0.62934,awake
IMG_9498.MOV,293,0.32091,0.00289,0.63946,awake
IMG_9498.MOV,294,0.31823,0.00333,0.63347,awake
IMG_9498.MOV,295,0.32904,0.00589,0.63757,awake
IMG_9498.MOV,296,0.32701,0.00365,0.63582,awake
IMG_9498.MOV,297,0.31932,0.00339,0.63626,awake
IMG_9498.MOV,298,0.32037,0.00183,0.6365,awake
IMG_9498.MOV,299,0.33399,0.00463,0.6369,awake
IMG_9498.MOV,300,0.32957,0.00255,0.63331,awake
IMG_9498.MOV,301,0.32454,0.0043,0.63476,awake
IMG_9498.MOV,302,0.32288,0.00387,0.63455,awake
IMG_9498.MOV,303,0.32387,0.00106,0.63389,awake
IMG_9498.MOV,304,0.33043,0.00161,0.63523,awake
IMG_9498.MOV,305,0.33357,0.00349,0.6395,awake
IMG_9498.MOV,306,0.33231,0.00433,0.63824,awake
IMG_9498.MOV,307,0.34313,0.00392,0.63824,awake
IMG_9498.MOV,308,0.3416,0.00423,0.63843,awake
IMG_9498.MOV,309,0.33599,0.00261,0.63891,awake
IMG_9498.MOV,310,0.32518,0.00135,0.63525,awake
IMG_9498.MOV,311,0.332,0.0037,0.63851,awake
IMG_9498.MOV,312,0.36168,0.00106,0.64608,awake
IMG_9498.MOV,313,0.37694,0.00356,0.64465,awake
IMG_9499.MOV,0,0.35971,0.00729,0.61504,awake
IMG_9499.MOV,1,0.37564,0.00882,0.61581,awake
IMG_9499.MOV,2,0.37362,0.01992,0.61775,awake
IMG_9499.MOV,3,0.37235,0.02211,0.61046,awake
IMG_9499.MOV,4,0.36309,0.0209,0.61842,awake
IMG_9499.MOV,5,0.36618,0.01628,0.61842,awake
IMG_9499.MOV,6,0.36387,0.01343,0.61514,awake
IMG_9499.MOV,7,0.36235,0.02281,0.61808,awake
IMG_9499.MOV,8,0.36626,0.01761,0.61028,awake
IMG_9499.MOV,9,0.35676,0.04793,0.61784,awake
IMG_9499.MOV,10,0.3698,0.07208,0.61944,awake
IMG_9499.MOV,11,0.34999,0.07896,0.62547,awake
IMG_9499.MOV,12,0.29887,0.02834,0.6332,awake
IMG_9499.MOV,13,0.2001,0.00954,0.64259,awake
IMG_9499.MOV,14,0.20524,0.00428,0.64812,awake
IMG_9499.MOV,15,0.2143,0.00597,0.64986,awake
IMG_9499.MOV,16,0.21175,0.00956,0.65861,awake
IMG_9499.MOV,17,0.21018,0.01065,0.66497,awake
IMG_9499.MOV,18,0.17776,0.01348,0.6652,awake
IMG_9499.MOV,19,0.20985,0.01203,0.66958,awake
IMG_9499.MOV,20,0.16615,0.01189,0.66061,awake
IMG_9499.MOV,21,0.1747,0.01089,0.66869,awake
IMG_9499.MOV,22,0.19263,0.01028,0.67,awake
IMG_9499.MOV,23,0.19265,0.01057,0.67106,awake
IMG_9499.MOV,24,0.20267,0.01079,0.67449,awake
IMG_9499.MOV,25,0.18171,0.01359,0.66835,awake
IMG_9499.MOV,26,0.17528,0.01358,0.67044,awake
IMG_9499.MOV,27,0.22771,0.01638,0.67014,awake
IMG_9499.MOV,28,0.21178,0.01451,0.67378,awake
IMG_9499.MOV,29,0.23628,0.00653,0.66405,awake
IMG_9499.MOV,30,0.21727,0.01702,0.65587,awake
IMG_9499.MOV,31,0.22727,0.02363,0.66169,awake
IMG_9499.MOV,32,0.22601,0.01647,0.6479,awake
IMG_9499.MOV,33,0.20572,0.01873,0.65084,awake
IMG_9499.MOV,34,0.23975,0.02167,0.65168,awake
IMG_9499.MOV,35,0.21934,0.01609,0.65852,awake
IMG_9499.MOV,36,0.21305,0.01826,0.65815,awake
IMG_9499.MOV,37,0.21055,0.01604,0.66133,awake
IMG_9499.MOV,38,0.22025,0.01914,0.66224,awake
IMG_9499.MOV,39,0.23331,0.01369,0.65894,awake
IMG_9499.MOV,40,0.23257,0.00789,0.66293,awake
IMG_9499.MOV,41,0.27291,0.00987,0.65994,awake
IMG_9499.MOV,42,0.3145,0.00675,0.66152,awake
IMG_9499.MOV,43,0.31624,0.00625,0.6645,awake
IMG_9499.MOV,44,0.33149,0.00896,0.66126,awake
IMG_9499.MOV,45,0.30238,0.01528,0.66189,awake
IMG_9499.MOV,46,0.30449,0.01072,0.66527,awake
IMG_9499.MOV,47,0.30705,0.01171,0.67876,awake
IMG_9499.MOV,48,0.31358,0.00957,0.67421,awake
IMG_9499.MOV,49,0.32548,0.0061,0.67274,awake
IMG_9499.MOV,50,0.2939,0.00968,0.67524,awake
IMG_9499.MOV,51,0.31464,0.00717,0.6853,awake
IMG_9499.MOV,52,0.31912,0.00388,0.66907,awake
IMG_9499.MOV,53,0.31062,0.00203,0.66486,awake
IMG_9499.MOV,54,0.29249,0.00798,0.67325,awake
IMG_9499.MOV,55,0.29743,0.00765,0.67183,awake
IMG_9499.MOV,56,0.28304,0.00806,0.66988,awake
IMG_9499.MOV,57,0.30785,0.00799,0.68077,awake
IMG_9499.MOV,58,0.29689,0.01152,0.68047,awake
IMG_9499.MOV,59,0.30345,0.01223,0.67817,awake
IMG_9499.MOV,60,0.36099,0.01223,0.68651,awake
IMG_9499.MOV,61,0.38601,0.00702,0.69661,awake
IMG_9499.MOV,62,0.3991,0.00521,0.69646,awake
IMG_9499.MOV,63,0.3972,0.0089,0.69133,awake
IMG_9499.MOV,64,0.39582,0.00975,0.68838,awake
IMG_9499.MOV,65,0.37702,0.00988,0.68751,awake
IMG_9499.MOV,66,0.38141,0.00875,0.68634,awake
IMG_9499.MOV,67,0.37222,0.00794,0.69039,awake
IMG_9499.MOV,68,0.36333,0.01075,0.68892,awake
IMG_9499.MOV,69,0.32179,0.00974,0.67313,awake
IMG_9499.MOV,70,0.22849,0.01211,0.67923,awake
IMG_9499.MOV,71,0.09166,0.01127,0.68344,awake
IMG_9499.MOV,72,0.09731,0.0098,0.68372,awake
IMG_9499.MOV,73,0.09777,0.00681,0.68478,awake
IMG_9499.MOV,74,0.10408,0.00976,0.68059,awake
IMG_9499.MOV,75,0.11704,0.00957,0.68311,awake
IMG_9499.MOV,76,0.11153,0.01236,0.67588,awake
IMG_9499.MOV,77,0.11487,0.01461,0.69339,awake
IMG_9499.MOV,78,0.11193,0.01164,0.67265,awake
IMG_9499.MOV,79,0.09408,0.01337,0.67395,awake
IMG_9499.MOV,80,0.10292,0.01204,0.67827,awake
IMG_9499.MOV,81,0.09045,0.01608,0.66911,awake
IMG_9499.MOV,82,0.08979,0.01857,0.67308,awake
IMG_9499.MOV,83,0.09179,0.01379,0.67435,awake
IMG_9499.MOV,84,0.09218,0.02316,0.67249,awake
IMG_9499.MOV,85,0.1336,0.01123,0.67379,awake
IMG_9499.MOV,86,0.23846,0.00744,0.65849,awake
IMG_9499.MOV,87,0.35594,0.00782,0.67627,awake
IMG_9499.MOV,88,0.39152,0.00205,0.67286,awake
IMG_9499.MOV,89,0.39469,0.00134,0.67174,awake
IMG_9499.MOV,90,0.40505,0.00238,0.67408,awake
IMG_9499.MOV,91,0.39403,0.00385,0.67171,awake
IMG_9499.MOV,92,0.37131,0.00219,0.66518,awake
IMG_9499.MOV,93,0.27671,0.01141,0.66217,awake
IMG_9499.MOV,94,0.18449,0.00251,0.66272,awake
IMG_9499.MOV,95,0.13855,0.01067,0.66841,awake
IMG_9499.MOV,96,0.19422,0.00606,0.66355,awake
IMG_9499.MOV,97,0.17501,0.00865,0.66392,awake
IMG_9499.MOV,98,0.15528,0.01668,0.66391,awake
IMG_9499.MOV,99,0.15503,0.01656,0.66252,awake
IMG_9499.MOV,100,0.18412,0.02377,0.6609,awake
IMG_9499.MOV,101,0.19144,0.01556,0.66382,awake
IMG_9499.MOV,102,0.19741,0.01238,0.6464,awake
IMG_9499.MOV,103,0.21844,0.01882,0.65288,awake
IMG_9499.MOV,104,0.1958,0.01529,0.63584,awake
IMG_9499.MOV,105,0.17217,0.01723,0.6496,awake
IMG_9499.MOV,106,0.20762,0.0134,0.64243,awake
IMG_9499.MOV,107,0.18571,0.01687,0.64345,awake
IMG_9499.MOV,108,0.19712,0.01258,0.64759,awake
IMG_9499.MOV,109,0.235,0.01204,0.64283,awake
IMG_9499.MOV,110,0.2249,0.01651,0.64274,awake
IMG_9499.MOV,111,0.2027,0.01461,0.63828,awake
IMG_9499.MOV,112,0.20725,0.01248,0.6555,awake
IMG_9499.MOV,113,0.20708,0.02178,0.65065,awake
IMG_9499.MOV,114,0.20742,0.0095,0.65478,awake
IMG_9499.MOV,115,0.23165,0.01918,0.6492,awake
IMG_9499.MOV,116,0.23407,0.00851,0.65843,awake
IMG_9499.MOV,117,0.22411,0.01008,0.64892,awake
IMG_9499.MOV,118,0.22532,0.00323,0.65853,awake
IMG_9499.MOV,119,0.1847,0.01447,0.66426,awake
IMG_9499.MOV,120,0.19517,0.00736,0.66271,awake
IMG_9499.MOV,121,0.14133,0.01331,0.66614,awake
IMG_9499.MOV,122,0.15522,0.01505,0.6638,awake
IMG_9499.MOV,123,0.156,0.01262,0.66114,awake
IMG_9499.MOV,124,0.15873,0.00969,0.66062,awake
IMG_9499.MOV,125,0.14275,0.00999,0.66466,awake
IMG_9499.MOV,126,0.12391,0.01921,0.66016,awake
IMG_9499.MOV,127,0.14843,0.01959,0.66416,awake
IMG_9499.MOV,128,0.15649,0.01807,0.66366,awake
IMG_9499.MOV,129,0.17251,0.01944,0.66203,awake
IMG_9499.MOV,130,0.21989,0.01479,0.6567,awake
IMG_9499.MOV,131,0.22164,0.01513,0.65836,awake
IMG_9499.MOV,132,0.2083,0.01334,0.66102,awake
IMG_9499.MOV,133,0.19847,0.01169,0.65062,awake
IMG_9499.MOV,134,0.24366,0.0131,0.65358,awake
IMG_9499.MOV,135,0.21545,0.00852,0.64767,awake
IMG_9499.MOV,136,0.25103,0.01212,0.6548,awake
